text,tag,intent
cho tôi biết thông_tin về các chuyến bay từ thành_phố hồ_chí_minh đến hokkaido,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết tất_cả các chuyến bay hạng nhất một_chiều từ hạ_long đến điện_biên_phủ,O O O O O O O B-class_type I-class_type B-round_trip O B-fromloc.city_name O B-toloc.city_name,flight
"tôi muốn một chuyến bay từ hạ_long đến đà_lạt vào thứ_sáu , đến đà_lạt trước 6 giờ chiều",O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
những chuyến bay nào đi từ chu lai đến phú_quốc vào chủ_nhật,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,flight
giá vé hạng nhất rẻ nhất từ chu lai đến phú_quốc của vietjet vào ngày 24 tháng 2,O O B-class_type I-class_type B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,airfare
danh_sách các chuyến bay vào chủ_nhật từ đồng_hới đến côn_đảo,O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
liệt_kê các chuyến bay vào thứ tư của vietnam airlines từ cà_mau đến manila,O O O O O B-depart_date.day_name I-depart_date.day_name O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay từ buôn_ma_thuột đến thành_phố vinh vào sáng thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name,flight
chuyến bay nào rẻ nhất từ thành_phố hồ_chí_minh đến hà_nội,O O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
có chuyến bay nào giữa thành_phố hồ_chí_minh và hà_nội với một điểm dừng ở đà_lạt không,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name O,flight
được rồi bạn có_thể cho tôi biết chuyến bay sớm nhất khởi_hành từ vinh đến đà_lạt được không,O O O O O O O O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O,flight
liệt_kê tất_cả các chuyến bay giữa huế và hà_nội,O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
liệt_kê các chuyến bay buổi chiều từ hà_nội đến buôn_ma_thuột,O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name,flight
thông_tin về các chuyến bay từ hạ_long đến washington dc khởi_hành vào trước 9 giờ sáng thứ năm,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.day_name I-depart_date.day_name,flight
cho tôi chuyến bay sớm nhất từ hà_nội đến huế,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
bạn có chuyến bay từ hà_nội đến mumbai với một điểm dừng chân ở sài_gòn không,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-stoploc.city_name O,flight
hiển_thị chuyến bay cuối_cùng từ thành_phố vinh đến hà_nội,O O O B-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
ord là gì,B-airport_code O O,abbreviation
mất bao_nhiêu tiền để bay từ hà_nội đến đà_nẵng vào thứ_bảy,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,airfare
có bao_nhiêu chuyến bay của hãng hàng_không jetstar rời huế vào ngày mùng 10 tháng 6,O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,quantity
cho tôi biết các chuyến bay vào thứ hai từ thành_phố vinh đến hà_nội sau 7 giờ sáng,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
tôi cần thông_tin chuyến bay vào ngày thứ năm rời buôn_ma_thuột và đến đà_nẵng vào buổi sáng,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O O B-toloc.city_name O B-arrive_time.period_of_day I-arrive_time.period_of_day,flight
"xin chào , tôi có_thể mua vé một_chiều từ cà_mau đến tuy_hoà được không",O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O,airfare
các chuyến bay của vietnam airlines dừng ở huế trước giữa trưa,O O O O B-airline_name I-airline_name O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
cho tôi biết các chuyến bay từ washington dc đến hà_nội với điểm dừng chân ở thành_phố hồ_chí_minh,O O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name,flight
mã hàng không dl là mã của hãng hàng_không nào,O O O B-airline_code O O O O O O,abbreviation
bạn có chuyến bay nào từ thanh_hoá đến cam_ranh khánh_hoà không,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O,flight
midwest express có chuyến bay nào không,B-airline_name I-airline_name O O O O O,flight
bạn có_thể liệt_kê các chuyến bay khởi_hành từ san diego và đến hải_phòng không,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O,flight
giúp tôi liệt_kê giá xe cho thuê tại buôn_ma_thuột,O O O O B-transport_type I-transport_type I-transport_type O B-city_name,ground_fare
cho tôi biết các chuyến bay phục_vụ ăn tối từ đà_nẵng đến cần_thơ,O O O O O O O B-meal_description I-meal_description O B-fromloc.city_name O B-toloc.city_name,flight
tôi muốn bay từ hà_nội đến munich,O O O O B-fromloc.city_name O B-toloc.city_name,flight
các phương_tiện giao_thông đường_bộ ở đà_nẵng,O O O O O B-city_name,ground_service
cho tôi biết các chuyến bay từ thành_phố hồ_chí_minh đến huế,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
liệt_kê tất_cả các chuyến bay từ hà_nội đến cần_thơ,O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay nào từ côn_đảo đến buôn_ma_thuột,O O O O B-fromloc.city_name O B-toloc.city_name,flight
giá vé rẻ nhất cho các chuyến bay từ quy nhơn đến hp khởi_hành vào thứ tư sau 3 giờ chiều là bao_nhiêu,O O B-cost_relative I-cost_relative O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O,airfare
bạn có_thể liệt_kê tất_cả các chuyến bay không nghỉ khởi_hành từ huế và đến phú_quốc không,O O O O O O O B-flight_stop I-flight_stop O O B-fromloc.city_name O O B-toloc.city_name O,flight
hôm_nay bạn có những chuyến bay nào từ sài_gòn đến phú_quốc,B-depart_date.today_relative O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay đến hà_nội đến từ bắc kinh hoặc thượng hải hoặc hàng_châu,O O O O O O O B-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name B-or B-fromloc.city_name I-fromloc.city_name B-or B-fromloc.city_name,flight
cho tôi biết các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh khởi_hành sau 4 giờ chiều vào thứ_sáu,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name,flight
cho tôi biết các chuyến bay từ huế đến rạch_giá đến trước giữa trưa,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,flight
các chuyến bay buổi chiều từ huế đến thành_phố hồ_chí_minh,O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
hiển_thị tất_cả các chuyến bay không dừng từ đà_nẵng đến maldives,O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay liên_tục từ hạ_long đến cần_thơ khởi_hành vào buổi chiều và đến_nơi trong khoảng từ 4 rưỡi đến 6 rưỡi chiều,O O O O O O B-flight_stop O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time I-arrive_time.end_time,flight
chuyến bay nào rẻ nhất từ đà_nẵng đến đà_lạt của vietnam airlines,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,flight
cách rẻ nhất để bay giữa hạ_long và huế,O B-cost_relative I-cost_relative O O O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay từ chu lai đến phú_quốc,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết tất_cả các chuyến bay từ đà_nẵng đến thành_phố hồ_chí_minh,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
bạn có_thể tìm cho tôi giá vé rẻ nhất từ hà_nội đến thành_phố hồ_chí_minh không,O O O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,airfare
tôi muốn có vé khứ_hồi từ hà_nội đến cà_mau,O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name,airfare
cho tôi biết các chuyến bay từ chu lai đến điện_biên_phủ sẽ rời đi trước 10 giờ sáng,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
chuyến bay rẻ nhất từ hạ_long đến huế khởi_hành vào ngày 12 tháng 10,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
cho tôi biết các chuyến bay vào thứ hai từ sài_gòn đến phú_quốc,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
liệt_kê các chuyến bay sớm nhất từ hạ_long đến huế vào thứ hai,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
các chuyến bay vào thứ_sáu từ quy nhơn đến cà_mau,O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
có chuyến bay nào từ hạ_long đến đà_nẵng không,O O O O O B-fromloc.city_name O B-toloc.city_name O,flight
liệt_kê tất_cả các chuyến bay buổi chiều rời đà_nẵng và đến hạ_long vào thứ năm,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_name I-arrive_date.day_name,flight
các chuyến bay từ hạ_long ngày 18 tháng 8,O O O O B-fromloc.city_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
tất_cả các chuyến bay từ thành_phố vinh đến đà_lạt,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
có chuyến bay nào vào lúc 4 giờ từ hà_nội đến huế không,O O O O O O B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name O,flight
cho tôi biết các chuyến bay của hãng hàng_không jetstar từ cà_mau đến hải_phòng vào thứ_bảy và chủ_nhật,O O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name,flight
cho tôi biết các chuyến bay từ đà_lạt đến đà_nẵng với giá vé là 2 triệu đồng,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-fare_amount I-fare_amount I-fare_amount,flight
cho tôi chuyến bay buổi tối rời pleiku đến thành_phố thanh_hoá vào thứ_sáu,O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,flight
cho tôi biết các chuyến bay từ huế đến hạ_long,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
có chuyến bay nào từ huế đến thành_phố hồ_chí_minh của vietjet air khởi_hành vào buổi chiều sau 12 giờ không,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time O,flight
chuyến bay sớm nhất rời hà_nội đi cam_ranh,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
sân_bay tuy_hoà cách tuy_hoà bao_xa,B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O,distance
tôi cần một chuyến bay từ buôn_ma_thuột đến hà_nội vào ngày thứ tư ngày mười bốn,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number,flight
liệt_kê các chuyến bay chi_phí thấp nhất từ đà_lạt đến đà_nẵng,O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay jetstar nào bay từ hà_nội đến đà_lạt vào buổi sáng,O O B-airline_name O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day,flight
giá vé rẻ nhất từ hà_nội đến thành_phố hồ_chí_minh là bao_nhiêu,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,airfare
tôi muốn có một chuyến bay không dừng từ điện_biên_phủ đến cam_ranh vào ngày mùng 2 tháng 3,O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.day_number I-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name,flight
bây_giờ tôi cần thông_tin của chuyến bay rời hạ_long và đến đà_nẵng vào buổi chiều,O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O B-arrive_time.period_of_day I-arrive_time.period_of_day,flight
cho tôi chuyến bay sớm nhất vào thứ năm từ cần_thơ đến hà_nội,O O O O B-flight_mod I-flight_mod O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các hãng hàng_không có đường_bay từ hà_nội đến huế,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,airline
cho tôi biết các chuyến bay cất_cánh từ phố_đông thượng_hải,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name,flight
mia nghĩa_là gì,B-airport_code O O,abbreviation
các chuyến bay từ côn_đảo đến huế của jetstar vào sáng thứ_bảy,O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O B-depart_time.period_of_day B-depart_date.day_name,flight
bạn có_thể cho tôi biết máy_bay nào được sử_dụng cho chuyến bay jetstar 1222 từ thành_phố đồng_hới đến rạch_giá,O O O O O O O O O O O O B-airline_name B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,aircraft
cho tôi biết tất_cả các chuyến bay jetstar khởi_hành hoặc đến buôn_ma_thuột từ 12 giờ đến 4 giờ vào buổi chiều,O O O O O O O B-airline_name O B-or O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-depart_time.period_of_day I-depart_time.period_of_day,flight
bạn có chuyến bay đêm nào của bamboo từ thành_phố hồ_chí_minh đến huế vào tối ngày 26 tháng 8,O O O O B-flight_mod O O B-aircraft_code O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
cho tôi biết các chuyến bay từ thành_phố hồ_chí_minh đến hà_nội,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
"tôi sống ở hà_nội và tôi muốn thực_hiện một chuyến đi đến thành_phố hồ_chí_minh , bạn có_thể cho tôi biết hãng hàng_không nào có đường_bay giữa hai thành_phố đó không",O O O B-fromloc.city_name O O O O O O O O B-toloc.city_name I-toloc.city_name O O O O O O O O O O O O O O O O,flight
liệt_kê các chuyến bay vietnam airlines từ huế đến thành_phố hồ_chí_minh vào các ngày thứ ba hoặc thứ tư,O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name B-or B-depart_date.day_name I-depart_date.day_name,flight
tôi có_thể có một chiếc xe cho thuê ở thanh_hoá được không,O O O O O B-transport_type I-transport_type I-transport_type O B-city_name O O,ground_service
chuyến bay sớm nhất vào buổi sáng để đến đà_nẵng từ hà_nội,O O B-flight_mod I-flight_mod O B-depart_time.period_of_day I-depart_time.period_of_day O O B-toloc.city_name O B-fromloc.city_name,flight
tôi đang cố_gắng tìm số_hiệu chuyến bay của một chuyến bay từ tuy_hoà đến điện_biên_phủ của vietjet và chuyến bay sẽ hạ_cánh vào khoảng 10 giờ tối,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O O O O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight_no
với mỗi hãng hàng_không có chuyến bay giữa hà_nội và thành_phố hồ_chí_minh cho tôi biết chuyến bay nào là chuyến bay sớm nhất,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O O O B-flight_mod I-flight_mod,flight
cho tôi biết các chuyến bay từ hạ_long đến thành_phố vinh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
các chuyến bay giữa huế và thành_phố hồ_chí_minh,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
giá vé và các chuyến bay từ đà_nẵng đến thành_phố vinh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airfare#flight
chuyến bay rời côn_đảo đến pleiku,O O O B-fromloc.city_name O B-toloc.city_name,flight
giá vé hạng hai của jetstar giữa chu lai và hạ_long là bao_nhiêu,O O B-class_type I-class_type O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O,airfare
tôi muốn có một chuyến bay sớm từ la đến hà_nội vào sáng thứ hai,O O O O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name,flight
các chuyến bay từ đồng_hới đến chu lai,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn một chuyến bay từ vinh đến đà_lạt đến đà_lạt khoảng 12 giờ trưa,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
bây_giờ tôi muốn biết thông_tin về các chuyến bay từ huế đến thành_phố hồ_chí_minh,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
liệt_kê các chuyến bay đến đà_nẵng từ hà_nội trước 10 giờ sáng ngày 30 tháng 8,O O O O O B-toloc.city_name O B-fromloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name,flight
tìm cho tôi một chuyến bay từ manchester đến thành_phố hồ_chí_minh với trạm dừng ở london của air france,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O B-airline_name I-airline_name,flight
những chuyến bay khứ_hồi nào giữa hạ_long và huế có mã giá vé qx,O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name O O O O B-fare_basis_code,flight
hãng hàng_không quốc_tế canadian airlines có đường_bay đến những đâu,B-airline_name I-airline_name I-airline_name I-airline_name I-airline_name O O O O O,flight
cho tôi giá vé từ đồng_hới đến côn_đảo,O O O O O B-fromloc.city_name O B-toloc.city_name,airfare
tất_cả các chuyến bay từ thành_phố hồ_chí_minh đến hà_nội mà khởi_hành trước giữa trưa,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
cho tôi biết tất_cả các chuyến bay từ côn_đảo đến hải_phòng đến trước 7 giờ tối,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
bạn có_thể cho tôi giá vé một_chiều hạng phổ_thông cho các chuyến bay từ cần_thơ đến đà_lạt vào ngày 16 tháng 12 được không,O O O O O O B-round_trip B-economy I-economy O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O,airfare
các chuyến bay từ vinh đến đà_lạt vào ngày 10 tháng 8,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
cho tôi biết các chuyến bay vào thứ ba từ tuy_hoà đến hạ_long,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
"tôi cần thông_tin về các chuyến bay trong ngày thứ ba rời đà_nẵng đi đà_lạt , đà_lạt đến hà_nội và hà_nội đến đà_nẵng",O O O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name,flight
vietnam airlines bay đến những thành_phố nào mà jetstar không có chuyến bay nào tới đó,B-airline_name I-airline_name O O O O O O B-airline_name O O O O O O O,flight
từ cam_ranh đến phú_quốc,O B-fromloc.city_name O B-toloc.city_name,flight
tôi có_thể bắt taxi từ sân_bay cam_ranh đến trung_tâm thành_phố cam_ranh không,O O O B-transport_type O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O,ground_service
chuyến bay sớm nhất từ cà_mau đến thanh_hoá,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay từ hà_nội đến đà_lạt,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
phương_tiện giao_thông đường_bộ nào có_thể sử_dụng ở liverpool,O O O O O O O B-city_name,ground_service
chuyến bay nào rời san francisco vào đêm thứ hai và đến atlanta muộn hơn vào buổi tối,O O O O B-fromloc.city_name I-fromloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O B-toloc.city_name B-arrive_time.time_relative I-arrive_time.time_relative O B-arrive_time.time I-arrive_time.time,flight
có những chuyến bay nào còn vé từ pleiku đến hạ_long vào thứ tư với giá vé hạng phổ_thông,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O O O B-economy I-economy,flight
chuyến bay nào từ buôn_ma_thuột đến quy nhơn vào thứ hai,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
tôi muốn đặt một chuyến bay sớm từ đà_lạt đến thanh_hoá và trở về vào buổi tối muộn,O O O O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name O O O O B-return_time.period_of_day I-return_time.period_of_day B-return_time.period_mod,flight
có những chuyến bay nào từ thành_phố hà_nội đến cam_ranh,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
tôi muốn xem_lại các chuyến bay từ đà_nẵng đến thành_phố vinh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi một chuyến bay từ quy nhơn đến cà_mau vào thứ_sáu,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,flight
cho tôi biết các chuyến bay từ hạ_long đến đà_nẵng,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi muốn một chuyến bay từ tuy_hoà đến hạ_long trước 3 giờ chiều vào thứ ba,O O O O O O B-fromloc.city_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name I-arrive_date.day_name,flight
những chuyến bay nào đi từ thành_phố hồ_chí_minh đến huế vào các ngày thứ hai,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name,flight
xin chào tôi đang cố_gắng tìm một chuyến bay đi từ buôn_ma_thuột đến huế sau 2 giờ chiều,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
tôi muốn biết giá vé rẻ nhất để bay từ huế đến cần_thơ,O O O O O B-cost_relative I-cost_relative O O O B-fromloc.city_name O B-toloc.city_name,flight
co là gì,B-airline_code O O,abbreviation
cho tôi thông_tin về các chuyến bay từ đà_nẵng đến rạch_giá trên vietnam airlines có cung_cấp vé hạng nhất,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-class_type I-class_type,flight
qatar airways có phục_vụ ở thành_phố hồ_chí_minh không,B-airline_name I-airline_name O O O B-city_name I-city_name O,flight
tôi cần bắt một chuyến bay buổi tối từ hà_nội đến thành_phố vinh vào ngày mùng một tháng 8,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
m80 là loại máy_bay nào,B-aircraft_code O O O O,aircraft
tôi muốn bay từ hà_nội đến đà_nẵng chuyến bay buổi chiều khởi_hành lúc mấy giờ,O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day O O O B-flight_time,flight
tôi muốn biết thông_tin về các chuyến bay từ kuala lumpur đến đà_nẵng hạ_cánh ở đà_nẵng trước 10 giờ sáng thứ năm,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_date.day_name I-arrive_date.day_name,flight
cho tôi biết tất_cả các chuyến bay vna từ hạ_long đến thanh_hoá đến vào khoảng 11 giờ sáng,O O O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
các chuyến bay nào từ buôn_ma_thuột đến hạ_long vào sáng thứ tư phục_vụ bữa sáng,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-meal_description I-meal_description,flight
tôi muốn tìm các chuyến bay từ hải_phòng đến côn_đảo vào sáng sớm thứ hai ngày mười bốn tháng sáu hoặc vào buổi tối chủ_nhật ngày mười_ba tháng sáu cảm_ơn bạn,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_time.period_mod B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-or O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O,flight
cho tôi biết các chuyến bay từ tất_cả các sân_bay đến phú_quốc,O O O O O O O O O O O B-toloc.airport_name,flight
có những loại phương_tiện giao_thông đường_bộ nào ở huế,O O O O O O O O B-city_name,ground_service
